timestamp,temperature,voltage,current,fault
2024-01-01 00:00:00,74.8963801294192,3.183749484481387,1.1701540472498502,0.0
2024-01-01 00:01:00,64.36709801532338,5.216771115008665,1.9632883133594552,0.0
2024-01-01 00:02:00,63.87719318196314,3.159350730817641,1.2295797942423574,0.0
2024-01-01 00:03:00,50.567737065317104,5.3990633289319,1.9918326386791876,0.0
2024-01-01 00:04:00,44.937862175407425,3.593287186993405,1.177014007118154,0.0
2024-01-01 00:05:00,61.00930610829816,4.232990186317515,0.1754151493381344,0.0
2024-01-01 00:06:00,40.58476661622869,3.947789555960818,0.3918010309650035,0.0
2024-01-01 00:07:00,22.898856317838543,4.6068554639733375,1.175718943808321,0.0
2024-01-01 00:08:00,79.66961103870577,3.606254796999149,1.3907140941046205,0.0
2024-01-01 00:09:00,57.806122999360284,4.062628662081696,1.7327284685252573,0.0
2024-01-01 00:10:00,21.89130134707304,3.6200779630955475,0.15759490675386434,0.0
2024-01-01 00:11:00,36.503619112619845,5.315834145624843,1.531162315095078,0.0
2024-01-01 00:12:00,67.29784822932166,5.123443101135672,0.45872017210881155,0.0
2024-01-01 00:13:00,31.681326761921795,4.181788695396046,1.8015439404430489,0.0
2024-01-01 00:14:00,55.28622175892128,3.3612931690550187,0.643814079828665,0.0
2024-01-01 00:15:00,36.34917894310084,4.604389064640724,1.8928403915152363,0.0
2024-01-01 00:16:00,75.50192917232027,3.0805497395282755,0.4227276413935144,0.0
2024-01-01 00:17:00,50.255293083790065,4.629527104948245,1.8819679987321782,0.0
2024-01-01 00:18:00,42.917523072593596,3.075840274723262,0.3627287464149551,0.0
2024-01-01 00:19:00,78.5590637936962,3.0661180352294446,1.6274428762007553,0.0
2024-01-01 00:20:00,76.11871177342157,4.034530933100856,0.36135966911617157,0.0
2024-01-01 00:21:00,29.412945133442477,3.415119804099425,0.2351158648333233,0.0
2024-01-01 00:22:00,55.86032977230101,3.019620981376804,0.662241768421169,0.0
2024-01-01 00:23:00,71.32949315239314,3.8311888148279163,0.45781167840293635,0.0
2024-01-01 00:24:00,36.17855862790928,5.188290335221408,1.2328384503262442,0.0
2024-01-01 00:25:00,20.40726411827486,3.5206597893823797,0.17635676449478588,0.0
2024-01-01 00:26:00,72.89330186476914,3.095448782820338,0.18208736665101835,0.0
2024-01-01 00:27:00,73.37119356925982,5.032884663939942,0.9118698384024639,0.0
2024-01-01 00:28:00,52.44169171133699,4.015432513732433,1.6216951431926043,0.0
2024-01-01 00:29:00,35.728443191435005,3.048901409084886,1.5461926660009304,0.0
2024-01-01 00:30:00,35.28519122680656,4.79893157717425,1.7429840345763201,0.0
2024-01-01 00:31:00,46.19403259433244,4.582605279599514,1.2671871948572742,0.0
2024-01-01 00:32:00,75.9731030376346,5.065309126947698,1.4284336542919713,0.0
2024-01-01 00:33:00,25.807407474826874,3.634925496215942,1.3511138316066318,0.0
2024-01-01 00:34:00,55.29571880905987,3.12965516012435,1.8464749048419957,0.0
2024-01-01 00:35:00,41.95331228027561,3.4132951167105534,0.750635882151365,0.0
2024-01-01 00:36:00,64.73859161498909,3.510856863455303,1.7975932470873643,0.0
2024-01-01 00:37:00,73.52088618413467,3.9935888641387214,1.771510309912818,0.0
2024-01-01 00:38:00,30.287793337402142,4.162714205548138,0.5066517865255865,0.0
2024-01-01 00:39:00,71.90166124328263,5.339875963502399,0.3149425143371817,0.0
2024-01-01 00:40:00,22.291070535610558,4.940031533998716,0.5371948412672298,0.0
2024-01-01 00:41:00,58.758099886802604,4.093224151316148,1.3702193508921674,0.0
2024-01-01 00:42:00,32.0061541377816,3.8360151470613615,0.9707967832249393,0.0
2024-01-01 00:43:00,34.38525220464536,3.7146059849150124,0.6501769951131212,0.0
2024-01-01 00:44:00,35.13836550991098,4.973450180831464,0.5036096336882002,0.0
2024-01-01 00:45:00,57.916186945602604,4.556589897401455,1.8865071681503034,0.0
2024-01-01 00:46:00,40.54747779243209,3.7770179443877865,1.4230449508649672,0.0
2024-01-01 00:47:00,60.35904558635848,5.329315672307407,0.695183113659427,0.0
2024-01-01 00:48:00,47.63865051364253,3.330115544432484,1.0744657653721204,0.0
2024-01-01 00:49:00,29.452783676194823,3.884873570219527,1.9164440252353576,0.0
2024-01-01 00:50:00,72.63010333499813,3.3046814119413503,1.497093184302717,0.0
2024-01-01 00:51:00,74.55965611422513,3.191180071076316,0.9165569514025979,0.0
2024-01-01 00:52:00,52.37024675789671,4.457327068484945,0.44055235186912667,0.0
2024-01-01 00:53:00,58.488992107194406,3.8274581698926813,1.2373041136163734,0.0
2024-01-01 00:54:00,77.87570766888712,3.1225442347338044,1.0513978277816334,0.0
2024-01-01 00:55:00,66.57444595545284,5.410161020099215,0.14867123424377557,0.0
2024-01-01 00:56:00,69.01620398288773,3.1760733210178826,0.8090446716956227,0.0
2024-01-01 00:57:00,25.70846198775248,3.94563232110822,0.8579117171402708,0.0
2024-01-01 00:58:00,44.819738989877564,5.007857139795081,0.7790893926892272,0.0
2024-01-01 00:59:00,42.156538256607185,5.4840676738936835,0.4015828722763092,0.0
2024-01-01 01:00:00,71.16313251254283,3.332084052357281,0.2514036455598235,0.0
2024-01-01 01:01:00,52.94553975421755,5.008178839968777,1.7394767178370294,0.0
2024-01-01 01:02:00,29.495787218052257,3.54596224263632,1.2419175156882627,0.0
2024-01-01 01:03:00,21.726664683210508,4.02825966362255,1.13462999240763,0.0
2024-01-01 01:04:00,47.552543812586876,4.7064327227889455,1.4015608446486254,0.0
2024-01-01 01:05:00,65.69300120086817,3.800133264729131,0.527138894078156,0.0
2024-01-01 01:06:00,28.946079940265548,5.200844483969755,1.1984924927633858,0.0
2024-01-01 01:07:00,56.355075078626825,3.890196406447985,0.9806053758233879,0.0
2024-01-01 01:08:00,22.403927075943475,4.140099223972322,1.4935896993504145,0.0
2024-01-01 01:09:00,40.35339058868736,4.939811154419607,0.8425115192906102,0.0
2024-01-01 01:10:00,74.71634277564266,4.131352943234827,1.5394222706498955,0.0
2024-01-01 01:11:00,75.36682823722262,4.033901119871717,0.8795307044553033,0.0
2024-01-01 01:12:00,29.53648367289255,4.961200331135194,1.5701190621031698,0.0
